character,dialog,episode_num
Aang, but there's something I really like about this place.,4
Koko," What's taking you so long, Aangy?",4
Katara, Aangy ...,4
Aang," Just a second, Koko!",4
Katara, I thought you promised me that this Avatar stuff wouldn't go to your head.,4
Aang,It didn't. You know what I think? You just don't want to come because you're  jealous.,4
Katara, Of what?,4
Aang,Jealous that we're having so much fun without you.,4
Katara, That's ridiculous.,4
Aang,"It  is  a little ridiculous, but I understand.",4
Katara, Urch!,4
Sokka," Uh ... Hey, Suki.",4
Suki, Hoping for another dance lesson?,4
Sokka," No ... I ... well, let me explain.",4
Suki, Spit it out! What do you want?,4
Sokka, I would be honored if you would teach me.,4
Suki, Even if I'm a  girl  ?,4
Sokka, I'm sorry if I insulted you earlier. I was ... wrong.,4
Suki," We normally don't teach outsiders, let alone boys.",4
Sokka, I won't let you down.,4
Suki, All right. But you have to follow all of our traditions.,4
Sokka, Of course!,4
Suki, And I mean  all  of them.,4
Sokka, girly.,4
Suki,"It's a warrior's uniform, you should be proud.  The silk threads symbolize the brave blood that flows through our veins. The gold insignia represents the honor of the warrior's heart.",4
Sokka, Bravery and honor.,4
Aang, Nice dress!,4
Aang," Katara, remember how Unagi almost got me yesterday?",4
Katara, Yeah.,4
Aang," Well, I'm gonna go ride it now. It's gonna be  real  dangerous.",4
Katara, Good for you.,4
Aang, You're not going to stop me?,4
Katara, Nope. Have fun.,4
Aang, I will.,4
Katara, Great.,4
Aang, I know it's great.,4
Katara, I'm glad you know.,4
Aang, I'm glad you're glad.,4
Katara,,4
Aang, Fine!,4
Suki,You're not going to master it in one day. Even I'm not that good.,4
Sokka,I think I'm starting to get it.,4
Sokka,Tah!,4
Suki, Wait for an opening and then ...,4
Sokka, Hmm ...,4
Suki, I fell on purpose to make you  feel  better!,4
Sokka, I got you! Admit I got you!,4
Suki,"Okay, it was a lucky shot.  Let's see if you can do it again.",4
Koko, What's taking so long?,4
Aang, What about this?,4
Little Girl, Not that again  . Boring  !,4
Koko, Where's Unagi? It's getting late.,4
Aang, Where're you going? Don't leave!,4
Koko," Sorry, Aang! Maybe next time.",4
Aang, Katara! You showed up!,4
Katara, I wanted to make sure you were safe. You really had me worried.,4
Aang,Back there you acted like you didn't care.,4
Katara, I'm sorry.,4
Aang, Me too. I did let all that attention go to my head. I was being a jerk.,4
Katara," Well, get out of the water before you catch a cold, you big jerk!",4
Aang, On my way!,4
Katara," Hang on, Aang!",4
Katara,Aang!,4
Katara, Zuko!,4
Zuko,I want the Avatar  alive.,4
Katara," Wake up, Aang!",4
Aang, don't ride Unagi. Not fun.,4
Suki, Not bad.,4
Oyaji," Girls, come quickly!",4
Sokka," oh, whatever!",4
Zuko, Find him.,4
Sokka,I guess training's over.,4
Zuko,"Nice try, Avatar! But these little girls can't save you.",4
Aang, Hey! Over here!,4
Zuko,Finally!,4
Katara,Get inside.,4
Aang, Look what I brought to this place.,4
Katara,It's not your fault.,4
Aang," Yes, it is. These people got their town destroyed trying to protect me.",4
Katara,"Then let's get out of here. Zuko will leave Kyoshi to follow us. I know it feels wrong to run, but I think it's the only way.",4
Aang, I'll call Appa.,4
Suki,There's no time to say goodbye.,4
Sokka,"What about, ""I'm sorry?""",4
Suki, For what?,4
Sokka, I treated you like a girl when I should've treated you like a warrior.,4
Suki, Now get out of here! We'll hold them off.,4
Aang," Appa, yip yip!",4
Zuko,Back to the ship! Don't lose sight of them!,4
Katara," They're going to be okay, Aang.",4
Katara, What are you doing?,4
Oyaji," Thank you, Avatar.",4
Aang," I know, I know. That was stupid and dangerous.",4
Katara," Yes, it was.",4
Aang,The Earth Kingdom city of Omashu!  I used to always come here to visit my friend Bumi.,5
Katara, Wow. We don't have buildings like this in the South Pole!,5
Sokka, They have buildings here that don't melt!,5
Aang," Well let's go, slow pokes. The real fun's inside the city!",5
Katara," Wait, Aang! It could be dangerous if people find out you're the Avatar.",5
Sokka, You need a disguise.,5
Aang, Grow a mustache?,5
Aang, How do you live in this stuff?,5
Sokka,Great! Now you look just like my grandfather.,5
Katara," Technically, Aang is 112 years old.",5
Aang," Now let's get to skippin', young whipper-snappers. The big city awaits!",5
Aang,You guys are going to love Omashu.  The people here are the friendliest in the world.,5
Gate guard, What kind of slum do you think this is?!,5
Cabbage merchant, No! My cabbages!,5
Aang, Just keep smiling!,5
Gate guard, State your business!,5
Aang, bend you over my knee and paddle your backside!,5
Gate guard," Settle down, old timer! Just tell me who you are.",5
Aang, and these are my grandkids.,5
Katara, Hi. June Pippinpaddleopsicopolis. Nice to meet you.,5
Gate guard,  You  seem like a responsible young lady. See that your grandfather stays out of trouble. Enjoy Omashu!,5
Katara, We will!,5
Gate guard, You're a strong young boy! Show some respect for the elderly and carry your grandfather's bag!,5
Aang, Good idea!,5
Aang, Miles and miles of tubes and chutes.,5
Aang," Earthbending brings the packages up, and gravity brings them down.",5
Sokka," Great, so they get their mail on time.",5
Aang, a better use for these chutes.,5
Bumi, Look around you! What do you see?,5
Aang, Um ... The mail system?,5
Bumi, you got to open your brain to the possibilities.,5
Aang, A package-sending system?,5
Bumi, The world's greatest superslide!,5
Aang," Bumi, you're a mad genius!",5
Aang, One ride. Then we're off to the North Pole. Airbender's honor.,5
Katara, th-o-o-oughts!,5
Aang, I'm on it!,5
Soldier,"Men, you'll be going off to combat soon. It's important that you be prepared for anything.",5
Katara," Aang, do something! Use your airbending!",5
Aang, Yeah! Good idea! That'll make us go even faster!,5
Aang,Sorry!,5
Cabbage merchant, You're gonna pay for this!,5
Aang, Two cabbages please.,5
Guard,"Your majesty, these juveniles were arrested for vandalism, traveling under false pretenses, and malicious destruction of cabbages.",5
Cabbage merchant, Off with their heads! One for each head of cabbage!,5
Guard," Silence! Only the king can pass down judgment. What is your judgment, sire?",5
Bumi, a feast!,5
Bumi, so I hope you like your chicken with no skin.,5
Aang,"Thanks, but I don't eat meat.",5
Bumi, How about you? I bet you like meat.,5
Katara, is this guy's crown a little crooked?,5
Bumi, where are you from?,5
Aang, I'm from ... Kangaroo Island!,5
Bumi," Oh, Kangaroo Island, eh? I hear that place is really hopping!",5
Sokka, What? It was pretty funny.,5
Bumi," Well, all these good jokes are making me tired. Guess it's time to hit the hay.",5
Bumi, The Avatar!,5
Bumi, Mr. Pippinpaddleopsicopolis?,5
Aang, and don't run with your spears. We'll see you next time!,5
Katara, You can't keep us here! Let us leave!,5
Bumi,Lettuce leaf?,5
Sokka, We're in serious trouble. This guy is  nuts.,5
Bumi," But for now, the guards will show you to your chamber.",5
Chamberlain," My liege, do you mean the good chamber or the bad chamber?",5
Bumi, The newly refurbished chamber.,5
Chamberlain," Wait, which one are we talking about?",5
Bumi,"The one that used to be the bad chamber, until the recent refurbishing, that is. Of course, we've been calling it the new chamber, but we really should number them.  Uh, take them to the refurbished chamber that was once bad!",5
Katara,This is a prison cell? But it's so nice.,5
Aang, He did say it was newly refurbished.,5
Sokka,"Nice or not, we're prisoners!",5
Aang, I wonder what these challenges are gonna to be.,5
Katara, We're not sticking around to find out. There's got to be some way out of here.,5
Aang, The air vents!,5
Sokka," If you think we're going to fit through there, you're crazier than that king.",5
Aang,"  We  can't, but Momo can!",5
Aang," Momo, I need you to find Appa and bust us outta here!",5
Aang,"Go on, boy, get Appa!",5
Sokka,"Eh, how was Appa supposed to save us anyway?",5
Aang, Appa's a ten-ton flying bison; I think he could figure something out.,5
Katara, Looks like you'll need it for tomorrow.,5
Aang, Where are my friends?,5
Guard, The king will free them if you complete your challenges.,5
Aang, And if I fail?,5
Guard," Your staff, please?",5
Bumi, I'm waiting.,5
Aang, I ... guess it's fine.,5
Bumi,Excellent! You passed the first test.,5
Aang,Really?,5
Bumi," The real challenges are much more, uh, challenging.",5
Aang, Give me my friends back! We're leaving!,5
Bumi,"Oh, I thought you might refuse,  so I will give your friends some special souvenirs.",5
Bumi," I can stop it, but  only  if you cooperate.",5
Sokka, Ah! It's already creeping!,5
Aang, I'll do what you want.,5
Bumi,"It seems I've lost my lunch box key and I'm hungry. Ooh, there it is!  Would you mind fetching it for me?",5
Bumi," Ooh, climbing the ladder. No one's thought of  that  before.",5
Bumi,That's right. Keep diving head in. I'm sure it'll work eventually.,5
Aang,There! Enjoy your lunch! I want my friends back  now  !,5
Bumi,"Ah, not yet. I need help with another matter. It seems I've lost my pet, Flopsie.",5
Aang,Okay! Found him!,5
Bumi,Bring him to me. Daddy wants a kiss from Flopsie!,5
Aang,"Come here, Flopsie.  Huh?",5
Aang,"Flopsie, wait! Flopsie!  Flopsie!",5
Aang,Wait a minute.  Flopsie?,5
Aang,Flopsie!,5
Bumi," Oh, that's a good boy. Yes, who has a soft belly?",5
Aang," Guys, are you okay?",5
Katara,"Other than the crystals slowly encasing my entire body, doing great!",5
Bumi," Oh, yes.",5
Aang,Come on! I'm ready for the next challenge.,5
Bumi,"Your final test is a duel. And as a special treat, you may choose your opponent.",5
Bumi,Point and choose.,5
Aang,"So ... you're saying whoever I point to, that's the person I get to fight?",5
Bumi,Choose wisely!,5
Aang,I ... choose ... you. ,5
Bumi,Wrong choice!,5
Bumi,"You thought I was a frail old man, but I'm the most powerful earthbender you'll ever see.",5
Aang,Can I fight the guy with the axe instead?,5
Bumi,There are no take-backsies in my kingdom. You might need this. ,5
Bumi,Typical airbender tactic: avoid and evade. I hoped the Avatar would be less predictable.,5
Bumi,Don't you have any surprises for me? Sooner or later you'll have to strike back!,5
Bumi,You'll have to be a little more creative than that!,5
Bumi,Did someone leave the windows open? It feels a little drafty in here. Are you hoping I'll catch a cold?,5
Bumi,How are you going to get me from way over there?,5
Bumi,"Well done, Avatar. You fight with much fire in your heart.  You've passed all my tests. Now, you must answer one question.",5
Aang,That's not fair! You said you would release my friends if I finished your tests.,5
Bumi,"Oh, but what's the point of tests if you don't learn anything?",5
Sokka,"Oh, come on!",5
Bumi,Answer this one question and I will set your friends free. What ... is my name? From the looks of your friends I'd say you only have a few minutes.,5
Aang,How am I supposed to know his name?,5
Katara,Think about the challenges. Maybe it's some kind of riddle.,5
Sokka,I got it!,5
Aang,Yeah?,5
Sokka,"He's an earthbender, right? Rocky. You know, because of all the rocks.",5
Katara,"We're going to keep trying, but that is a good back-up.",5
Aang,"Okay. So back to the challenges. I got a key from the waterfall, I saved his pet, and I had a duel.",5
Katara,And what did you learn?,5
Aang,"Well, everything was different than I expected.",5
Katara, And?,5
Aang,"Well, they weren't straight forward. To solve each test, I had to think differently than I usually would. I know his name.",5
Aang,"I solved the question the same way I solved the challenges. As you said a long time ago, I had to open my brain to the possibilities.  Bumi, you're a mad genius.",5
Bumi,"Oh Aang, it's good to see you. You haven't changed a bit. Literally.",5
Katara,"Uh, over here!",5
Sokka,Little help?,5
Bumi,Jennamite is made of rock candy.  Delicious!,5
Katara,So this crazy king is your old friend Bumi?,5
Bumi,"Who are you calling old? Okay, I'm old.",5
Sokka,Why did you do all of this instead of just telling Aang who you were?,5
Bumi,"First of all, it's pretty fun messing with people.  And you'll need Momo, too.",5
Aang,"Thank you for your wisdom, but before we leave, I have a challenge for you.",5
Cabbage merchant,My cabbages!,5
Aang," Great, you're back!",6
Aang,What's for dinner?,6
Sokka,,6
Katara,Seriously ... what else you got?,6
Sokka,What was that?,6
Aang,It's coming from over there!,6
Sokka, Shouldn't we run  away  from huge booms? Not toward them?,6
Katara,An earthbender!,6
Aang,Let's go meet him!,6
Sokka,"He looks dangerous, so we better approach cautiously.",6
Katara, Hello there! I'm Katara! What's your name?,6
Aang, Nice to meet you!,6
Katara, I just wanted to say hi.,6
Aang,Hey! That guy's gotta be running somewhere. Maybe we're near a village? And I bet that village has a market!,6
Katara, Which means no nuts for dinner!,6
Sokka,,6
Aang,Great hat!  I'll trade you some nuts for it.,6
Katara, Hey ...,6
Haru,"Hi, Mom.",6
Haru's mother,"Where have you been, Haru? You're late! Get started on your chores.",6
Katara, Hey. You're that kid. Why did you run away before?,6
Haru,"Uh, you must have me confused with some other kid.",6
Aang," No, she doesn't. We saw you earthbending.",6
Haru's mother, They saw you doing what?!,6
Haru,"They're crazy, Mom! I mean, look at how they're dressed.",6
Haru's mother,You  know  how dangerous that is! You know what would happen if  they  caught you earthbending!,6
