character,dialog,episode,season
Sokka," Past lives?  Katara, you really believe in that stuff?",3.0,1.0
Katara,"It's true.  When the Avatar dies, he's reincarnated into the next nation in the cycle.",3.0,1.0
Katara,Aang! Snap out of it!,3.0,1.0
Aang, Huh?,3.0,1.0
Katara, Who is that?,3.0,1.0
Aang,"That's Avatar Roku, the Avatar before me.",3.0,1.0
Sokka,You were a firebender? No wonder I didn't trust you when we first met.,3.0,1.0
Katara, There's no writing. How do you know his name?,3.0,1.0
Aang,I'm not sure. I just know it somehow.,3.0,1.0
Sokka, You just couldn't get any weirder.,3.0,1.0
Sokka, Firebender. Nobody make a sound.,3.0,1.0
Katara, You're making a sound!,3.0,1.0
Aang and Sokka, Shhhh!,3.0,1.0
Sokka, That firebender won't know what hit him.,3.0,1.0
Aang, Lemur!,3.0,1.0
Sokka, Dinner!,3.0,1.0
Aang, Don't listen to him. You're going to be my new pet.,3.0,1.0
Sokka, Not if I get him first!,3.0,1.0
Aang,Wait! Come back!,3.0,1.0
Sokka,I want to eat you!,3.0,1.0
Sokka,Hey! No fair!,3.0,1.0
Zhao,"My search party is ready. Once I'm out to sea,  my guards will escort you back to your ship and  you'll be free to go.",3.0,1.0
Zuko, Why? Are you worried I'm going to try and stop you?,3.0,1.0
Zhao, You? Stop me? Impossible.,3.0,1.0
Zuko," Don't underestimate me, Zhao! I will capture the Avatar before you!",3.0,1.0
Iroh," Prince Zuko, that's enough.",3.0,1.0
Zhao," You can't compete with me. I have hundreds of war ships under my command and you? You're just a banished prince. No home, no allies. Your own father doesn't even want you.",3.0,1.0
Zuko," You're wrong! Once I deliver the Avatar to my father, he will welcome me home with honor, and restore my rightful place on the throne!",3.0,1.0
Zhao," If your father really wanted you home, he would have let you return by now, Avatar or no Avatar. But in his eyes you are a failure and a disgrace to the Fire Nation.",3.0,1.0
Zuko, That's not true.,3.0,1.0
Zhao,You have the scar to prove it.,3.0,1.0
Zuko, Maybe you'd like one to match!,3.0,1.0
Zhao, Is that a challenge?,3.0,1.0
Zuko,An Agni Kai. At sunset.,3.0,1.0
Zhao,Very well.  It's a shame your father won't be here to watch me humiliate you.  I guess your uncle will do.,3.0,1.0
Iroh," Prince Zuko, have you forgotten what happened last time you dueled a master?",3.0,1.0
Zuko, I will never forget.,3.0,1.0
Aang," Hey! Come back!  Come on out, little lemur! That hungry guy won't bother you anymore.",3.0,1.0
Aang, Firebenders? They were here?,3.0,1.0
Aang, Gyatso.,3.0,1.0
Sokka," Hey, Aang! You find my dinner yet?  Aang, I wasn't  really  going to eat the lemur, okay?  Oh, man.  Come on, Aang. Everything will be all right. Let's get out of here.",3.0,1.0
Katara, Aang!,3.0,1.0
Fire Sage,Send word to the Fire Lord immediately! The Avatar has returned!,3.0,1.0
Sokka, Aang! Come on! Snap out of it!,3.0,1.0
Sokka,Aaaaahh!,3.0,1.0
Katara, What happened?,3.0,1.0
Sokka, He found out firebenders killed Gyatso!,3.0,1.0
Katara,Oh no! It's his Avatar Spirit!  He must have triggered it! I'm going to try and calm him down! ,3.0,1.0
Sokka," Well, do it! Before he blows us off the mountain!",3.0,1.0
Iroh,"Remember your firebending basics,  Prince Zuko. They are your greatest weapons.",3.0,1.0
Zuko, I refuse to let him win.,3.0,1.0
Zhao, This will be over quickly.,3.0,1.0
Iroh,"Basics, Zuko!  Break his root!",3.0,1.0
Zhao, Do it!,3.0,1.0
Zhao,That's it? Your father raised a coward.,3.0,1.0
Zuko," Next time you get in my way, I promise, I won't hold back.",3.0,1.0
Iroh,"No, Prince Zuko. Do not taint your victory.  So this is how the great Commander Zhao acts in defeat?  Disgraceful.  Even in exile, my nephew is more honorable than you.  Thanks again for the tea. It was delicious.",3.0,1.0
Zuko," Did you really mean that, Uncle?",3.0,1.0
Iroh, Of course. I told you ginseng tea is my favorite.,3.0,1.0
Katara," Aang! I know you're upset and I know how hard it is to lose the people you love. I went through the same thing when I lost my mom.  Monk Gyatso and the other airbenders may be gone,  but you still have a family. Sokka and I!  We're your family now!",3.0,1.0
Sokka, Katara and I aren't going to let anything happen to you. Promise.,3.0,1.0
Aang, I'm sorry.,3.0,1.0
Katara,It's okay. It wasn't your fault.,3.0,1.0
Aang," But you were right. And if the firebenders found this temple, that means they found the other ones, too.  I really am the last airbender.",3.0,1.0
Katara,Everything's packed. You ready to go?,3.0,1.0
Aang, How is Roku supposed to help me if I can't talk to him?,3.0,1.0
Katara,Maybe you'll find a way.,3.0,1.0
Aang,Looks like you made a new friend Sokka!,3.0,1.0
Sokka, Can't talk! Must eat! ,3.0,1.0
Aang," Hey, little guy!",3.0,1.0
Aang," You, me and Appa;  we're all that's left of this place.  We have to stick together. Katara, Sokka,  say hello to the newest member of our family.",3.0,1.0
Katara, What are you going to name him?,3.0,1.0
Aang,Momo.,3.0,1.0
Zuko," The only reason you should be interrupting me, is if you have news about the Avatar.",4.0,1.0
Iroh," Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.",4.0,1.0
Zuko," Uncle, you taught me that keeping a level head is a sign of a great leader. Now, whatever you have to say, I'm sure I can take it.",4.0,1.0
Iroh, Okay then.  We have no idea where he is.,4.0,1.0
Zuko, What!?,4.0,1.0
Iroh,You really should open a window in here.,4.0,1.0
Zuko, Give me the map! ,4.0,1.0
Iroh,"Well, there have been multiple sightings of the Avatar, but he is impossible to track down.",4.0,1.0
Zuko," How am I going to find him, Uncle?  He is clearly a master of evasive maneuvering.",4.0,1.0
Sokka," You have no idea where you're going, do you?",4.0,1.0
Aang,Well ...  I know it's near water.,4.0,1.0
Sokka, I guess we're getting close then.,4.0,1.0
Aang,"Momo, marbles please.  Hey Katara, check out this airbending trick!",4.0,1.0
Katara," That's great, Aang.",4.0,1.0
Aang, You didn't even look.,4.0,1.0
Katara, That's great!,4.0,1.0
Aang, But I'm not doing it now.,4.0,1.0
Sokka," Stop bugging her, airhead. You need to give girls space when they do their sewing.",4.0,1.0
Katara, What does me being a  girl  have to do with sewing?,4.0,1.0
Sokka, Simple. Girls are better at fixing pants than guys and guys are better at hunting and fighting and stuff like that.  It's just the natural order of things.,4.0,1.0
Katara, All done with your pants!  And look what a great job I did!,4.0,1.0
Sokka," Wait! I was just kidding.  I can't wear these! Katara, please!",4.0,1.0
Aang," Relax, Sokka. Where we're going, you won't need any pants.",4.0,1.0
Sokka,We just made a pit stop yesterday. Shouldn't we get a little more flying done before we camp out?,4.0,1.0
Katara," He's right. At this rate, we won't get to the North Pole until spring.",4.0,1.0
Aang," But Appa's tired, aren't you boy?",4.0,1.0
Aang," I  said,  aren't you boy?",4.0,1.0
Sokka," Yeah, that was  real  convincing. Still, hard to argue with a ten-ton magical monster.",4.0,1.0
Aang, Look!,4.0,1.0
Aang," That's why we're here.  Elephant koi, and I'm gonna ride it. Katara, you've got to watch me!",4.0,1.0
Aang,Cold!,4.0,1.0
Aang," Hahaha, hahaha!",4.0,1.0
Katara, Whooh!,4.0,1.0
Katara, He looks pretty good out there.,4.0,1.0
Sokka, Are you kidding?  The fish is doing all the work.,4.0,1.0
Katara," No, Appa. Don't eat that! ",4.0,1.0
Aang, Oh man ...,4.0,1.0
Sokka, There's something in the water!,4.0,1.0
Katara, What's wrong?,4.0,1.0
Sokka,Aang's in trouble. Aang!,4.0,1.0
Katara,Get out of there!,4.0,1.0
Sokka,"Get back here, Aang!",4.0,1.0
Aang, Whaaaahh! Aaaah!,4.0,1.0
Aang, Whaaaahh!,4.0,1.0
Katara,What was that thing?,4.0,1.0
Aang,I don't know.,4.0,1.0
Sokka," Well, let's not stick around to find out. Time to hit the road.",4.0,1.0
Sokka,"Or, we could stay a while.",4.0,1.0
Oyaji, You three have some explaining to do.,4.0,1.0
Suki," And if you don't answer all our questions, we're throwing you back in the water with the Unagi.",4.0,1.0
Sokka," Show yourselves, cowards!",4.0,1.0
Sokka, Who are you? Where are the men who ambushed us?,4.0,1.0
Suki," There were no men. We ambushed you. Now tell us, who are you and what are you doing here?",4.0,1.0
Sokka," Wait a second,  there's no way that a bunch of girls took us down.",4.0,1.0
Suki," A bunch of girls, huh? The Unagi's gonna eat well tonight.",4.0,1.0
Katara," No, don't hurt him! He didn't mean it. My brother is just an idiot sometimes. ",4.0,1.0
Aang,It's my fault.  I'm sorry we came here. I wanted to ride the elephant koi.,4.0,1.0
Oyaji, How do we know you're not  Fire Nation spies? Kyoshi stayed out of the war so far. And we intend to keep it that way!,4.0,1.0
Aang, This island is named for Kyoshi? I know Kyoshi!,4.0,1.0
Oyaji, Ha! How could you possibly know her?,4.0,1.0
Oyaji,Avatar Kyoshi was born here four hundred years ago.  She's been dead for centuries.,4.0,1.0
Aang, I know her because I'm the Avatar.,4.0,1.0
Suki, That's impossible! The last Avatar was an airbender who disappeared a hundred years ago.,4.0,1.0
Aang, That's me!,4.0,1.0
Oyaji, Throw the impostor to the Unagi!,4.0,1.0
Katara, Aang ... do some airbending.,4.0,1.0
Spectators, Wow! Did you see that? Airbender!,4.0,1.0
Oyaji, It's true ... you  are  the Avatar!,4.0,1.0
Aang, Now ...  check this out!,4.0,1.0
Little girl, Did you hear the news?  The Avatar's on Kyoshi!,4.0,1.0
Fisherman, Huh?,4.0,1.0
Zuko," The Avatar's on Kyoshi Island?  Uncle, ready the rhinos. He's not getting away from me this time.",4.0,1.0
Iroh, Are you going to finish that?,4.0,1.0
Zuko, I was going to save it for later!,4.0,1.0
Aang, All right! Dessert for breakfast!,4.0,1.0
Aang,These people sure know  how to treat an Avatar!,4.0,1.0
Aang, Mmm ...  Katara you've got to try these!,4.0,1.0
Katara," Well, maybe just a bite.",4.0,1.0
Aang,"Sokka, what's your problem?  Eat!",4.0,1.0
Sokka,Not hungry.,4.0,1.0
Aang, But you're always hungry!,4.0,1.0
Katara, He's just upset because a bunch of girls kicked his butt yesterday.,4.0,1.0
Sokka, They snuck up on me!,4.0,1.0
Katara, Right. And  then  they kicked your butt.,4.0,1.0
Sokka, Sneak attacks don't count!  Tie me up with ropes! I'll show them a thing or two.  I'm not scared of any girls.  Who do they think they are anyway?  Mmm ... this is tasty.,4.0,1.0
Aang,What's he so angry about?  It's great here. They're giving us the royal treatment!,4.0,1.0
Katara,"Hey, don't get too comfortable. It's risky for us to stay in one place for very long.",4.0,1.0
Aang," I'm sure we'll be fine.  Besides, did you see how happy I'm making this town?  They're even cleaning up that statue in my honor!",4.0,1.0
Katara,"Well, it's nice to see you excited about being the Avatar.  I just hope it doesn't all go to your head.",4.0,1.0
Aang," Come on, you know me better than that. I'm just a simple monk.",4.0,1.0
Painter," Hmmm ... Painting the Avatar ... that's easy enough ...  Oh, there's another one ...  Well, I'll make an adjustment here, and ...  There's more ...  well that ...",4.0,1.0
Sokka, I can't believe I got beat up by a bunch of girls.,4.0,1.0
Sokka," Sorry ladies,  didn't mean to interrupt your dance lesson.  I was just looking for somewhere to get a little workout?",4.0,1.0
Suki," Well, you're in the right place.  Sorry about yesterday. I didn't know that you were friends with the Avatar.",4.0,1.0
Sokka," It's all right.  I mean, normally I'd hold a grudge, but seeing as you guys are a bunch of girls, I'll make an exception.",4.0,1.0
Suki, I should hope so. A big strong man like you? We wouldn't stand a chance.,4.0,1.0
Sokka," True. But don't feel bad. After all, I'm the best warrior in my village.",4.0,1.0
Suki," Wow! Best warrior, huh?  In your whole village?  Maybe you'd be kind enough to give us a little demonstration.",4.0,1.0
Sokka, Oh ... Well ... I mean ... I ...,4.0,1.0
Suki," Come on, girls! Wouldn't you like him to show us some moves?",4.0,1.0
Sokka,"Well, if that's what you want, I'd be happy to.  All right, you stand over there. Now, this may be a little tough, but try to block me.",4.0,1.0
Sokka," Aw! Heh heh ... Good. Of course, I was going easy on you.",4.0,1.0
Suki, Of course.,4.0,1.0
Sokka, Let's see if you can  handle  this  !,4.0,1.0
Sokka, That does it!,4.0,1.0
Suki, Anything else you want to teach us?,4.0,1.0
Aang,"There she is, girls. Me in a past life.",4.0,1.0
Fangirls,Ooohhh ...,4.0,1.0
Koko, You were pretty!,4.0,1.0
Aang," Excuse me for a second, ladies.",4.0,1.0
Katara," Oh, good! Can you help me carry this back to the room?  It's a little heavy.",4.0,1.0
Aang," Actually, I can't right now.",4.0,1.0
Katara," What do you mean, ""you can't?""",4.0,1.0
Aang,I promised the girls I'd give them a ride on Appa. Why don't you come with us? It'll be fun!,4.0,1.0
Katara, Watching you show off for a bunch of girls does  not  sound like fun.,4.0,1.0
Aang," Well, neither does carrying your basket.",4.0,1.0
Katara," It's not  my  basket. These supplies are for our trip. I told you, we have to leave Kyoshi soon.",4.0,1.0
Aang," I don't want to leave Kyoshi yet. I can't put my finger on it,  but there's something I really like about this place.",4.0,1.0
Koko," What's taking you so long, Aangy?",4.0,1.0
Katara, Aangy ...,4.0,1.0
Aang," Just a second, Koko!",4.0,1.0
Katara," ""Simple monk"", huh?  I thought you promised me that this Avatar stuff wouldn't go to your head.",4.0,1.0
Aang,It didn't. You know what I think? You just don't want to come because you're  jealous.,4.0,1.0
Katara,  Jealous  ?  Of what?,4.0,1.0
Aang,Jealous that we're having so much fun without you.,4.0,1.0
Katara, That's ridiculous.,4.0,1.0
Aang,"It  is  a little ridiculous, but I understand.",4.0,1.0
Katara, Urch!,4.0,1.0
Sokka," Uh ... Hey, Suki.",4.0,1.0
Suki, Hoping for another dance lesson?,4.0,1.0
Sokka," No ... I ... well, let me explain.",4.0,1.0
Suki, Spit it out! What do you want?,4.0,1.0
Sokka, I would be honored if you would teach me.,4.0,1.0
Suki, Even if I'm a  girl  ?,4.0,1.0
Sokka, I'm sorry if I insulted you earlier. I was ... wrong.,4.0,1.0
Suki," We normally don't teach outsiders, let alone boys.",4.0,1.0
Sokka, Please make an exception.  I won't let you down.,4.0,1.0
Suki, All right. But you have to follow all of our traditions.,4.0,1.0
Sokka, Of course!,4.0,1.0
Suki, And I mean  all  of them.,4.0,1.0
Sokka, Do I really have to wear this? It feels a little ...  girly.,4.0,1.0
Suki,"It's a warrior's uniform, you should be proud.  The silk threads symbolize the brave blood that flows through our veins. The gold insignia represents the honor of the warrior's heart.",4.0,1.0
Sokka, Bravery and honor.,4.0,1.0
Aang, Hey Sokka!  Nice dress!,4.0,1.0
Aang," Katara, remember how Unagi almost got me yesterday?",4.0,1.0
Katara, Yeah.,4.0,1.0
Aang," Well, I'm gonna go ride it now. It's gonna be  real  dangerous.",4.0,1.0
Katara, Good for you.,4.0,1.0
Aang, You're not going to stop me?,4.0,1.0
Katara, Nope. Have fun.,4.0,1.0
Aang, I will.,4.0,1.0
Katara, Great.,4.0,1.0
